ID,TITLE,ARTIST,ALBUM,GENRE,YEAR,LOCATION
964,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Frech und Stark.mp3
965,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Fung Sway.mp3
966,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Futari de Ikou.mp3
967,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Gardens of Suzhou.mp3
968,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Ghosts.mp3
969,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Gomenasai II.mp3
970,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Gravi Tea.mp3
971,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Greenface - Red Lamps..mp3
972,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Guilin.mp3
973,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Harakiri.mp3
974,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Haru.mp3
975,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Hatsukoi.mp3
976,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\heal.mp3
977,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Hello.mp3
978,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Homecoming.mp3
979,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Huey Daze - Hibari.mp3
980,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Indian Summer.mp3
981,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Itachi Uchiha.mp3
982,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Journey to the North.mp3
983,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Journey to the West.mp3
984,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Kairi.mp3
985,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Kaze.mp3
986,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Kimi.mp3
987,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Kodama.mp3
988,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Koi Pond.mp3
989,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Koi.mp3
990,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Konnichiwa (Chapter 2).mp3
991,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Koto Walks.mp3
992,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Kumite.mp3
993,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Kurama.mp3
994,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Lion Dance..mp3
995,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Little Cloud.mp3
996,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Lone Wanderer.mp3
997,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Lost Grove.mp3
998,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Lost in Tokyo.mp3
999,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Lost Samurai.mp3
1000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Lotus.mp3
1001,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Lunar Dumplings..mp3
1002,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\m i s t.mp3
1003,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Memories.mp3
1004,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Miu Wa.mp3
1005,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Moon Angels.mp3
1006,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Morning.mp3
1007,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Motorbikes in Sapa.mp3
1008,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Ms. Ho.mp3
1009,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Muramasa.mp3
1010,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\muse.mp3
1011,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Mystery Sound.mp3
1012,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Naga - Rising Sun.mp3
1013,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Nagato.mp3
1014,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\New Journey.mp3
1015,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Nocturne.mp3
1016,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Ode to the Moon.mp3
1017,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\one day in japan.mp3
1018,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Only You.mp3
1019,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\path of the wind.mp3
1020,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Raimu - Nama.mp3
1021,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Rain.mp3
1022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Rainy Day.mp3
1023,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Red Lamps..mp3
1024,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Reunion..mp3
1025,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Sakura II.mp3
1026,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Sakura III.mp3
1027,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Sakura.mp3
1028,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Samurai Code.mp3
1029,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Shangri-La.mp3
1030,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Shobu.mp3
1031,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Somewhere in China.mp3
1032,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Song of the Samurai.mp3
1033,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Spiritual Insight.mp3
1034,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Summer Breeze.mp3
1035,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Sunflower Samurai.mp3
1036,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Tragic Hero.mp3
1037,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Vibes.mp3
1038,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Whispers.mp3
1039,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Yu Garden.mp3
1040,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Asian Lofi HipHop playlist\Yuki.mp3
1041,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\Shaun is a gay fuck.flac
1042,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\A Traveler's Tale.mp3
1043,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\A Warrior's Dream.mp3
1044,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\Arisa.mp3
1045,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\Cloud Break - Smile.mp3
1046,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\Enoshy - Solitude.mp3
1047,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\Kerusu - First Snow.mp3
1048,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\Kupla - Valentine.mp3
1049,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\Naga - Northern Nights.mp3
1050,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\S N U G - Sparks.mp3
1051,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\LoFi hip hop\Handpicked\Tenno - Journey.mp3
1052,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\(Britney Spears) - One More Time.mp3
1053,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\01 - Justin Bieber - Baby (Ft. Ludacris).mp3
1054,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\01 Avicii - Wake Me Up.mp3
1055,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\01 remo - The flute song.mp3
1056,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\05 Linkin Park - Hit the floor -21stcentury.mp3
1057,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\05 Seventh Son Of A Seventh Son.mp3
1058,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\07-Rime Of The Ancient Mariner.mp3
1059,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\18 Wheels of Steel - American Long Haul theme.mp3
1060,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Berzerk.mp3
1061,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Boulevard of broken dreams.mp3
1062,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Call me a spaceman.mp3
1063,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"D:\Music\MP3 Player Backup\Dimitri Vegas, Martin Garrix, Like Mike - Tremor (Official Music Video).mp3"
1064,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\EDWARD MAYA FEAT. ALICIA-STEREO LOVE REMIX 2010((DJ CHRIS.TOUCHER)).mp3
1065,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Enigma - Principles Of Lust.mp3
1066,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Guns 'N Roses - Welcome To The Jungle.mp3
1067,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Hardwell - Spaceman (Original Mix).mp3
1068,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Iron_Maiden_-_Dance_Of_Death.mp3
1069,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\It's Time.mp3
1070,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Killing Is My Business...And Business Is Good.mp3
1071,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\linkin park - in the end rap remix.mp3
1072,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Love the way u lie.mp3
1073,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Martin Garrix - Animals (Official Video).mp3
1074,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Paganini_Caprice_no_24.mp3
1075,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\pirates of caribian theme - Copy.mp3
1076,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Radioactive   Imagine Dragons   Continued Silence EP www.dilandau.eu.mp3
1077,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\Rap God.mp3
1078,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\respirator.mp3
1079,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\MP3 Player Backup\rock_-_i_am_rock.mp3
1080,Road To the Throne,Our Last Night,Younger Dreams,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\02 - Road To the Throne.flac
1081,Centuries,Fall Out Boy,American Beauty/American Psycho,Rock,UNKNOWN,D:\Music\Rock and Pop\02_-_Centuries.flac
1082,Do You Feel It?,Chaos Chaos,Committed to the Crime,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\03 - Do You Feel It.flac
1083,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,MONTERO,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\03. INDUSTRY BABY (feat. Jack Harlow).flac
1084,White Tiger,Our Last Night,Younger Dreams,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\04 - White Tiger.flac
1085,East of Eden,Zella Day,Zella Day - EP,Alternative,UNKNOWN,D:\Music\Rock and Pop\04_East_of_Eden.flac
1086,A World Divided,Our Last Night,Younger Dreams,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\05 - A World Divided.flac
1087,Unstoppable,Sia,This Is Acting,Pop,UNKNOWN,D:\Music\Rock and Pop\05 Sia - Unstoppable.flac
1088,Love Me Like You Do,Ellie Goulding,OST Fifty Shades of Grey,Soundtrack,UNKNOWN,D:\Music\Rock and Pop\05_Ellie_Goulding_-_Love_Me_Like_You_Do.flac
1089,Tik Tok,Ke$ha,Ultra Dance 12,Dance,UNKNOWN,D:\Music\Rock and Pop\05_Ke_036_ha_-_Tik_Tok.flac
1090,Immortals,Fall Out Boy,American Beauty/American Psycho,Rock,UNKNOWN,D:\Music\Rock and Pop\06_-_Immortals.flac
1091,Living Now,Our Last Night,Younger Dreams,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\07 - Living Now.flac
1092,Stairway to Heaven,Led Zeppelin,Stairway to Heaven, ,UNKNOWN,D:\Music\Rock and Pop\07_Stairway_to_Heaven.flac
1093,Younger Dreams,Our Last Night,Younger Dreams,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\08 - Younger Dreams.flac
1094,A Sky Full of Stars,Coldplay,Ghost Stories,Alternative,UNKNOWN,D:\Music\Rock and Pop\08_A_Sky_Full_Of_Stars.flac
1095,Imaginary Monster,Our Last Night,Younger Dreams,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\09 - Imaginary Monster.flac
1096,Scars,I Prevail,Scars,Rock,UNKNOWN,D:\Music\Rock and Pop\1 - Scars.flac
1097,DNA,BTS,LOVE YOURSELF 結 ‘Answer’,K-Pop,UNKNOWN,D:\Music\Rock and Pop\1-04 - DNA - LOVE YOURSELF 結 ‘Answer’.flac
1098,21 Guns (Album Version),Green Day,21 Guns (DMD Maxi),Alternative en Indie,2009,D:\Music\Rock and Pop\1. 21 Guns (Album Version).flac
1099,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),Pop,2021,D:\Music\Rock and Pop\1. MONTERO (Call Me By Your Name).flac
1100,Your eyes tell,BTS,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\12. Your eyes tell.flac
1101,Heat Waves,Glass Animals,Dreamland,Pop,UNKNOWN,D:\Music\Rock and Pop\14 - Heat Waves.flac
1102,Hurt,Nine Inch Nails,The Downward Spiral,High Res,1994,D:\Music\Rock and Pop\14. Hurt.flac
1103,We are Bulletproof : the Eternal,BTS,MAP OF THE SOUL : 7,Wereldmuziek,2020,D:\Music\Rock and Pop\18. We are Bulletproof - the Eternal.flac
1104,Let Her Go,Passenger,Ministry of Sound: Chilled (Disc 1),Electronic,UNKNOWN,D:\Music\Rock and Pop\1_04_-_Passenger_-_Let_Her_Go.flac
1105,Animals,Maroon 5,Singles,Pop,UNKNOWN,D:\Music\Rock and Pop\Animals - Maroon 5.flac
1106,Awake and Alive (Album Version),Skillet,Awake and Alive,Rock,2010,D:\Music\Rock and Pop\Awake and Alive (Album Version).flac
1107,Beautiful World,Westlife,Greatest Hits,Pop,UNKNOWN,D:\Music\Rock and Pop\Beautiful World.flac
1108,Hymn For The Weekend,Coldplay,A head full of dreams,Alternative,UNKNOWN,D:\Music\Rock and Pop\Coldplay_-_Hymn_For_The_Weekend.flac
1109,Despacito,Luis Fonsi; Daddy Yankee,UNKNOWN,POP,UNKNOWN,D:\Music\Rock and Pop\Despacito_-_Luis_Fonsi_Daddy_Yankee.flac
1110,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Dream - Mask.flac
1111,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Dynasty.flac
1112,Slay,Felucia,Slay,Rock,2020,D:\Music\Rock and Pop\Felucia - Slay.flac
1113,Bang Bang,Green Day,Bang Bang,Alternative en Indie,2016,D:\Music\Rock and Pop\Green day - Bang Bang.flac
1114,RISE,I Prevail,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\I Prevail - RISE.flac
1115,Payphone,Maroon 5,Overexposed,Pop,UNKNOWN,D:\Music\Rock and Pop\Maroon 5 - Payphone.flac
1116,Girls Like You,Maroon 5,Red Pill Blues (Deluxe), ,UNKNOWN,D:\Music\Rock and Pop\Maroon_5_-_Girls_Like_You.flac
1117,CLOUDS,NF,CLOUDS,Hip-Hop/Rap,2021,D:\Music\Rock and Pop\NF - CLOUDS.flac
1118,Fireflies,Owl City,Ocean Eyes,Electro,UNKNOWN,D:\Music\Rock and Pop\Owl City - Fireflies.flac
1119,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Owl City - Hello Seattle.flac
1120,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Papa Roach - Hope For The Hopeless.flac
1121,Chariots,Paper Route,Real Emotion,Alternative,UNKNOWN,D:\Music\Rock and Pop\Paper Route - Chariots.flac
1122,Rangapura Vihara,Agam,Rangapura Vihara - Single,Rock,2018,D:\Music\Rock and Pop\Rangapura Vihara.flac
1123,Cheap Thrills,Sia feat. Sean Paul,Cheap thrills,Pop,UNKNOWN,D:\Music\Rock and Pop\Sia_feat_Sean_Paul_-_Cheap_Thrills.flac
1124,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Slander - Love Is Gone (Acoustic).flac
1125,Love Is Gone (feat. Dylan Matthew),Slander & Dylan Matthew,Love Is Gone,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Slander_amp_Dylan_Matthew_-_Love_Is_Gone_feat_Dylan_Matthew.flac
1126,It Has Begun,Starset,Transmissions,Rock,UNKNOWN,D:\Music\Rock and Pop\Starset - It has begun.flac
1127,My Demons,Starset,Transmissions,Rock,UNKNOWN,D:\Music\Rock and Pop\Starset - My demons.flac
1128,Starset - Satellite (Official Audio),starsetonline,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Starset - Satellite.flac
1129,Seven Nation Army,The White Stripes,Under Great White Northern Lights [WPZR-30367~8],UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\The_White_Stripes_-_Seven_Nation_Army.flac
1130,Immanuel,Tony Anderson,Immanuel,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Tony Anderson - Immanuel.flac
1131,Rapture,Underoath,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Underoath - Rapture.flac
1132,Ayahuasca,Vancouver Sleep Clinic,Ayahuasca,Alternative,UNKNOWN,D:\Music\Rock and Pop\Vancouver Sleep Clinic - Ayahuasca.flac
1133,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\01 Bad Habits.mp3
1134,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Akon-MJ  'hold my hands'.mp3
1135,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Anne-Marie - 2002.mp3
1136,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Apologize.mp3
1137,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Battlefield 1 Trailer theme song.mp3
1138,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Beartooth - In Between.mp3
1139,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Beartooth - One More.mp3
1140,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Bohemian Rhapsody – Pentatonix.mp3
